,frame.time_relative,direction,frame.len
1513318,0.0,0,60
1513319,4.8e-05,0,54
1513320,1.003562,0,60
1513321,1.00369,0,54
1513322,2.002022,0,60
1513323,2.002066,0,54
1513324,2.1515560000000002,1,103
1513325,3.002935,0,60
1513326,3.003018,0,54
1513327,4.001314,0,60
1513328,4.001399,0,54
1513329,5.001863,0,60
1513330,5.001942,0,54
1513331,6.004253,0,60
1513332,6.004295,0,54
1513333,7.006017,0,60
1513334,7.006098,0,54
1513335,8.00752,0,60
1513336,8.007565,0,54
1513337,9.007063,0,60
1513338,9.007146,0,54
1513339,10.007257000000001,0,60
1513340,10.007302000000001,0,54
1513341,11.007734,0,60
1513342,11.007779,0,54
1513343,12.010411,0,60
1513344,12.010456,0,54
1513345,13.010866,0,60
1513346,13.010955000000001,0,54
1513347,14.012801999999999,0,60
1513348,14.01285,0,54
1513349,15.015937,0,60
1513350,15.015985,0,54
1513351,16.020553,0,60
1513352,16.020643,0,54
1513353,17.022638,0,60
1513354,17.022683999999998,0,54
1513355,18.022911999999998,0,60
1513356,18.022994,0,54
1513357,19.024005,0,60
1513358,19.024053,0,54
1513359,20.021937,0,60
1513360,20.022021,0,54
1513361,21.025035,0,60
1513362,21.025083,0,54
1513363,21.06178,0,42
1513364,21.06519,0,60
1513365,22.02372,0,60
1513366,22.023767000000003,0,54
1513367,22.136615,1,103
1513368,23.025999,0,60
1513369,23.026084,0,54
1513370,24.026275,0,60
1513371,24.026322,0,54
1513372,25.030389000000003,0,60
1513373,25.030433,0,54
1513374,25.194057,0,60
1513375,25.194083,0,42
1513376,26.030461,0,60
1513377,26.030506,0,54
1513378,27.030739,0,60
1513379,27.030786,0,54
1513380,28.031570000000002,0,60
1513381,28.031654999999997,0,54
1513382,29.031633000000003,0,60
1513383,29.031678000000003,0,54
1513384,30.031713,0,60
1513385,30.03176,0,54
1513386,31.034828000000005,0,60
1513387,31.034872999999997,0,54
1513388,32.038340999999996,0,60
1513389,32.038421,0,54
1513390,33.039276,0,60
1513391,33.039356,0,54
1513392,34.040446,0,60
1513393,34.040490000000005,0,54
1513394,35.039177,0,60
1513395,35.039224,0,54
1513396,36.041299,0,60
1513397,36.041343,0,54
1513398,37.042066,0,60
1513399,37.04211,0,54
1513400,38.044685,0,60
1513401,38.044732,0,54
1513402,39.046384,0,60
1513403,39.046428999999996,0,54
1513404,40.047503999999996,0,60
1513405,40.047548,0,54
1513406,41.046632,0,60
1513407,41.046678,0,54
1513408,42.046246999999994,0,60
1513409,42.046292,0,54
1513410,42.149559,1,103
1513411,43.048256,0,60
1513412,43.048303000000004,0,54
1513413,43.061782,0,42
1513414,43.065399,0,60
1513415,44.053533,0,60
1513416,44.053585,0,54
1513417,45.048429999999996,0,60
1513418,45.048508,0,54
1513419,46.146122,0,60
1513420,46.146165,0,54
1513421,47.052071000000005,0,60
1513422,47.052128,0,54
1513423,48.052717,0,60
1513424,48.052761,0,54
1513425,49.051686,0,60
1513426,49.05173,0,54
1513427,50.056098,0,60
1513428,50.056177000000005,0,54
1513429,51.060544,0,60
1513430,51.060589,0,54
1513431,51.304642,0,60
1513432,51.304665,0,42
1513433,52.061487,0,60
1513434,52.06153,0,54
1513435,53.06279,0,60
1513436,53.06286899999999,0,54
1513437,54.062931000000006,0,60
1513438,54.062974,0,54
1513439,55.062675,0,60
1513440,55.062754000000005,0,54
1513441,56.064942,0,60
1513442,56.065018,0,54
1513443,57.064963,0,60
1513444,57.065011,0,54
1513445,58.065479,0,60
1513446,58.065560999999995,0,54
1513447,59.06513100000001,0,60
1513448,59.065175,0,54
1513449,60.06687900000001,0,60
1513450,60.066927,0,54
1513451,61.06975500000001,0,60
1513452,61.069839,0,54
1513453,62.068959,0,60
1513454,62.069003,0,54
1513455,62.14745799999999,1,103
1513456,63.069522,0,60
1513457,63.069568999999994,0,54
1513458,64.069749,0,60
1513459,64.069796,0,54
1513460,65.069199,0,60
1513461,65.069243,0,54
1513462,65.14178100000001,0,42
1513463,65.147624,0,60
1513464,66.072638,0,60
1513465,66.07271899999999,0,54
1513466,67.071148,0,60
1513467,67.07119300000001,0,54
1513468,68.07356,0,60
1513469,68.073608,0,54
1513470,69.075324,0,60
1513471,69.075373,0,54
1513472,70.07410899999999,0,60
1513473,70.074156,0,54
1513474,71.075675,0,60
1513475,71.07575600000001,0,54
1513476,72.078036,0,60
1513477,72.07808100000001,0,54
1513478,73.07938100000001,0,60
1513479,73.079425,0,54
1513480,74.080495,0,60
1513481,74.08054,0,54
1513482,75.17543,0,60
1513483,75.175515,0,54
1513484,76.083088,0,60
1513485,76.083171,0,54
1513486,77.084075,0,60
1513487,77.084119,0,54
1513488,78.084678,0,60
1513489,78.084726,0,54
1513490,78.106341,1,46
1513491,78.111209,1,86
1513492,78.18174,0,60
1513493,78.181764,0,42
1513494,79.08585699999999,0,60
1513495,79.085909,0,54
1513496,79.381794,0,86
1513497,80.086676,0,60
1513498,80.086742,0,54
1513499,81.08665,0,60
1513500,81.086697,0,54
1513501,81.231205,0,86
1513502,81.729117,1,86
1513503,82.08731800000001,0,60
1513504,82.087402,0,54
1513505,82.138207,1,103
1513506,82.731256,0,86
1513507,83.08929499999999,0,60
1513508,83.089342,0,54
1513509,83.729184,0,86
1513510,84.090977,0,60
1513511,84.09102299999999,0,54
1513512,85.089454,0,60
1513513,85.08949799999999,0,54
1513514,86.091461,0,60
1513515,86.09150600000001,0,54
1513516,87.061801,0,86
1513517,87.061839,0,46
1513518,87.094601,0,60
1513519,87.09463199999999,0,54
1513520,87.14178100000001,0,42
1513521,87.145957,0,60
1513522,87.91097099999999,0,86
1513523,88.097212,0,60
1513524,88.097255,0,54
1513525,89.099875,0,60
1513526,89.099918,0,54
1513527,90.099062,0,60
1513528,90.099151,0,54
1513529,91.099705,0,60
1513530,91.099754,0,54
1513531,92.102676,0,60
1513532,92.102758,0,54
1513533,92.899825,0,90
1513534,93.016209,1,90
1513535,93.103473,0,60
1513536,93.103513,0,54
1513537,94.10365999999999,0,60
1513538,94.103707,0,54
1513539,95.103785,0,60
1513540,95.10383,0,54
1513541,96.105766,0,60
1513542,96.105813,0,54
1513543,97.107187,0,60
1513544,97.107268,0,54
1513545,97.941807,0,42
1513546,97.943703,1,42
1513547,98.11274499999999,0,60
1513548,98.112824,0,54
1513549,99.11069,0,60
1513550,99.11073499999999,0,54
1513551,100.109741,0,60
1513552,100.109824,0,54
1513553,101.110679,0,60
1513554,101.110721,0,54
1513555,102.114347,0,60
1513556,102.11439200000001,0,54
1513557,102.71130699999999,1,103
1513558,103.117222,0,60
1513559,103.117267,0,54
1513560,103.618024,1,103
1513561,104.11655999999999,0,60
1513562,104.116612,0,54
1513563,104.930622,1,103
1513564,105.154394,0,60
1513565,105.15443799999998,0,54
1513566,105.318545,0,60
1513567,105.31857600000001,0,42
1513568,106.15151999999999,0,60
1513569,106.15156699999999,0,54
1513570,106.342776,0,60
1513571,106.342803,0,42
1513572,107.18786499999999,0,60
1513573,107.187945,0,54
1513574,108.12301799999999,0,60
1513575,108.12306699999999,0,54
1513576,109.14178600000001,0,42
1513577,109.14258899999999,0,60
1513578,109.142628,0,54
1513579,109.14571000000001,0,60
1513580,110.12623799999999,0,60
1513581,110.126287,0,54
1513582,111.128173,0,60
1513583,111.128253,0,54
1513584,112.128704,0,60
1513585,112.12878,0,54
1513586,113.12961399999999,0,60
1513587,113.12965700000001,0,54
1513588,114.13371399999998,0,60
1513589,114.13375800000001,0,54
1513590,115.13117199999999,0,60
1513591,115.13121399999999,0,54
1513592,116.132602,0,60
1513593,116.13264699999999,0,54
1513594,117.133175,0,60
1513595,117.13322,0,54
1513596,118.134049,0,60
1513597,118.13409399999999,0,54
1513598,119.136351,0,60
1513599,119.136398,0,54
1513600,120.13510900000001,0,60
1513601,120.135202,0,54
1513602,121.13433400000001,0,60
1513603,121.13438000000001,0,54
1513604,122.137247,0,60
1513605,122.13732900000001,0,54
1513606,123.13806699999999,0,60
1513607,123.13815,0,54
1513608,124.13815,0,60
1513609,124.138194,0,54
1513610,124.62506499999999,1,103
1513611,125.13703100000001,0,60
1513612,125.137107,0,54
1513613,126.14284099999999,0,60
1513614,126.14292900000001,0,54
1513615,127.141299,0,60
1513616,127.14134299999999,0,54
1513617,128.14458100000002,0,60
1513618,128.144624,0,54
1513619,129.14281100000002,0,60
1513620,129.142855,0,54
1513621,130.143373,0,60
1513622,130.143418,0,54
1513623,131.15731100000002,0,60
1513624,131.15735700000002,0,54
1513625,131.22178200000002,0,42
1513626,131.225383,0,60
1513627,132.146682,0,60
1513628,132.146726,0,54
1513629,133.147641,0,60
1513630,133.14772299999998,0,54
1513631,133.223998,0,60
1513632,133.224043,0,42
1513633,134.149372,0,60
1513634,134.149418,0,54
1513635,135.149183,0,60
1513636,135.149268,0,54
1513637,136.152955,0,60
1513638,136.153037,0,54
1513639,137.159677,0,60
1513640,137.159724,0,54
1513641,138.158698,0,60
1513642,138.15874399999998,0,54
1513643,139.157858,0,60
1513644,139.157937,0,54
1513645,140.158882,0,60
1513646,140.158926,0,54
1513647,141.15843999999998,0,60
1513648,141.15848400000002,0,54
1513649,142.159574,0,60
1513650,142.159616,0,54
1513651,143.162692,0,60
1513652,143.162738,0,54
1513653,144.16281899999998,0,60
1513654,144.16286599999998,0,54
1513655,144.628163,1,103
1513656,145.162957,0,60
1513657,145.163049,0,54
1513658,146.166741,0,60
1513659,146.166789,0,54
1513660,147.166522,0,60
1513661,147.16656799999998,0,54
1513662,148.168207,0,60
1513663,148.16829099999998,0,54
1513664,149.168481,0,60
1513665,149.168526,0,54
1513666,150.168564,0,60
1513667,150.16861,0,54
1513668,151.170999,0,60
1513669,151.171043,0,54
1513670,152.17186999999998,0,60
1513671,152.17191599999998,0,54
1513672,153.173238,0,60
1513673,153.17328500000002,0,54
1513674,154.174772,0,60
1513675,154.174816,0,54
1513676,155.174319,0,60
1513677,155.174364,0,54
1513678,156.17723999999998,0,60
1513679,156.177285,0,54
1513680,157.175243,0,60
1513681,157.175288,0,54
1513682,157.22178200000002,0,42
1513683,157.227073,0,60
1513684,158.176072,0,60
1513685,158.176121,0,54
1513686,159.17708100000002,0,60
1513687,159.177127,0,54
1513688,160.189295,0,60
1513689,160.18934,0,54
1513690,160.362681,0,60
1513691,160.36271000000002,0,42
1513692,161.178478,0,60
1513693,161.178522,0,54
1513694,162.178868,0,60
1513695,162.178949,0,54
1513696,163.17935500000002,0,60
1513697,163.17943799999998,0,54
1513698,164.179951,0,60
1513699,164.180022,0,54
1513700,164.657864,1,103
1513701,165.178976,0,60
1513702,165.179108,0,54
1513703,166.17953,0,60
1513704,166.17961100000002,0,54
1513705,167.18968999999998,0,60
1513706,167.189735,0,54
1513707,168.184103,0,60
1513708,168.184152,0,54
1513709,169.185621,0,60
1513710,169.185668,0,54
1513711,170.182775,0,60
1513712,170.182822,0,54
1513713,171.184699,0,60
1513714,171.184778,0,54
1513715,172.182816,0,60
1513716,172.182862,0,54
1513717,173.185676,0,60
1513718,173.185719,0,54
1513719,174.186872,0,60
1513720,174.186958,0,54
1513721,175.18596000000002,0,60
1513722,175.186006,0,54
1513723,176.191095,0,60
1513724,176.191139,0,54
1513725,177.188641,0,60
1513726,177.18868600000002,0,54
1513727,178.19147900000002,0,60
1513728,178.191528,0,54
1513729,179.190201,0,60
1513730,179.190287,0,54
1513731,180.19260400000002,0,60
1513732,180.192651,0,54
1513733,181.19411499999998,0,60
1513734,181.19419399999998,0,54
1513735,182.193301,0,60
1513736,182.193344,0,54
1513737,183.195516,0,60
1513738,183.195595,0,54
1513739,183.221801,0,42
1513740,183.225622,0,60
1513741,184.19617399999998,0,60
1513742,184.196246,0,54
1513743,184.658025,1,103
1513744,185.195276,0,60
1513745,185.195322,0,54
1513746,186.195535,0,60
1513747,186.195604,0,54
1513748,186.217641,0,60
1513749,186.217674,0,42
1513750,187.197976,0,60
1513751,187.198022,0,54
1513752,188.198319,0,60
1513753,188.198364,0,54
1513754,189.198098,0,60
1513755,189.19814499999998,0,54
1513756,190.200946,0,60
1513757,190.200989,0,54
1513758,191.200828,0,60
1513759,191.20087,0,54
1513760,192.204831,0,60
1513761,192.204877,0,54
1513762,193.200571,0,60
1513763,193.200663,0,54
1513764,194.202376,0,60
1513765,194.202423,0,54
1513766,195.203078,0,60
1513767,195.20313000000002,0,54
1513768,196.205356,0,60
1513769,196.2054,0,54
1513770,197.205154,0,60
1513771,197.205201,0,54
1513772,198.208931,0,60
1513773,198.209014,0,54
1513774,199.205953,0,60
1513775,199.206,0,54
1513776,200.206852,0,60
1513777,200.206937,0,54
1513778,201.207512,0,60
1513779,201.207558,0,54
1513780,202.208087,0,60
1513781,202.208135,0,54
1513782,203.208145,0,60
1513783,203.20819,0,54
1513784,203.547089,1,46
1513785,203.547665,1,86
1513786,203.738446,0,86
1513787,204.20930900000002,0,60
1513788,204.209388,0,54
1513789,204.63936,1,103
1513790,204.741871,0,46
1513791,205.061801,0,86
1513792,205.208025,0,60
1513793,205.20806399999998,0,54
1513794,206.20873799999998,0,60
1513795,206.208782,0,54
1513796,206.736078,0,86
1513797,207.21174299999998,0,60
1513798,207.211798,0,54
1513799,207.68957,1,86
1513800,208.211506,0,60
1513801,208.21155,0,54
1513802,209.211949,0,60
1513803,209.211996,0,54
1513804,209.221784,0,42
1513805,209.22566899999998,0,60
1513806,210.22788500000001,0,60
1513807,210.22793199999998,0,54
1513808,211.056063,0,86
1513809,211.215319,0,60
1513810,211.21536400000002,0,54
1513811,211.234348,0,86
1513812,212.21787,0,60
1513813,212.217921,0,54
1513814,212.734794,0,86
1513815,213.141854,0,86
1513816,213.218031,0,60
1513817,213.21808399999998,0,54
1513818,213.35636499999998,0,60
1513819,213.35643599999997,0,42
1513820,214.218559,0,60
1513821,214.218602,0,54
1513822,215.220035,0,60
1513823,215.22011899999998,0,54
1513824,216.219806,0,60
1513825,216.21988900000002,0,54
1513826,217.22024,0,60
1513827,217.22028500000002,0,54
1513828,218.22147599999997,0,60
1513829,218.22152200000002,0,54
1513830,219.223031,0,60
1513831,219.223078,0,54
1513832,220.223696,0,60
1513833,220.223791,0,54
1513834,221.24105099999997,0,60
1513835,221.241096,0,54
1513836,222.228627,0,60
1513837,222.22867200000002,0,54
1513838,223.226182,0,60
1513839,223.22626699999998,0,54
1513840,224.228802,0,60
1513841,224.228853,0,54
1513842,224.66628799999998,1,103
1513843,225.29275800000002,0,60
1513844,225.292819,0,54
1513845,226.325785,0,60
1513846,226.32583799999998,0,54
1513847,227.36165899999997,0,60
1513848,227.36170099999998,0,54
1513849,228.23666,0,60
1513850,228.236706,0,54
1513851,229.237785,0,60
1513852,229.237867,0,54
1513853,230.238094,0,60
1513854,230.23818300000002,0,54
1513855,231.241819,0,60
1513856,231.241868,0,54
1513857,232.243277,0,60
1513858,232.243325,0,54
1513859,233.245889,0,60
1513860,233.245937,0,54
1513861,234.247096,0,60
1513862,234.24714300000002,0,54
1513863,235.250292,0,60
1513864,235.25033900000003,0,54
1513865,235.301783,0,42
1513866,235.30536899999998,0,60
1513867,236.25412599999999,0,60
1513868,236.254172,0,54
1513869,237.254037,0,60
1513870,237.25408199999998,0,54
1513871,238.25243199999997,0,60
1513872,238.25252000000003,0,54
1513873,239.25331400000002,0,60
1513874,239.253359,0,54
1513875,240.25402599999998,0,60
1513876,240.254071,0,54
1513877,240.491146,0,60
1513878,240.491209,0,42
1513879,241.255098,0,60
1513880,241.25515499999997,0,54
1513881,242.259035,0,60
1513882,242.259081,0,54
1513883,243.259459,0,60
1513884,243.259505,0,54
1513885,244.260594,0,60
1513886,244.26064,0,54
1513887,244.64163100000002,1,103
1513888,245.263638,0,60
1513889,245.263692,0,54
1513890,246.26455499999997,0,60
1513891,246.264602,0,54
1513892,247.265004,0,60
1513893,247.26505,0,54
1513894,248.266467,0,60
1513895,248.266548,0,54
1513896,249.266459,0,60
1513897,249.266507,0,54
1513898,250.267087,0,60
1513899,250.26717299999999,0,54
1513900,251.26747799999998,0,60
1513901,251.267565,0,54
1513902,252.270372,0,60
1513903,252.270418,0,54
1513904,253.27201499999998,0,60
1513905,253.27206,0,54
1513906,254.27507999999997,0,60
1513907,254.27512799999997,0,54
1513908,255.275204,0,60
1513909,255.27524900000003,0,54
1513910,256.277859,0,60
1513911,256.27790899999997,0,54
1513912,257.27693999999997,0,60
1513913,257.276988,0,54
1513914,258.277421,0,60
1513915,258.277468,0,54
1513916,259.278259,0,60
1513917,259.278307,0,54
1513918,260.27912200000003,0,60
1513919,260.279171,0,54
1513920,261.285244,0,60
1513921,261.285293,0,54
1513922,261.301781,0,42
1513923,261.30623199999997,0,60
1513924,262.285265,0,60
1513925,262.285313,0,54
1513926,263.283918,0,60
1513927,263.28396499999997,0,54
1513928,264.284371,0,60
1513929,264.284457,0,54
1513930,264.641593,1,103
1513931,265.28727599999996,0,60
1513932,265.287321,0,54
1513933,266.287736,0,60
1513934,266.287784,0,54
1513935,267.286512,0,60
1513936,267.286559,0,54
1513937,268.288946,0,60
1513938,268.28899,0,54
1513939,269.2904,0,60
1513940,269.29044700000003,0,54
1513941,270.291418,0,60
1513942,270.291465,0,54
1513943,271.294372,0,60
1513944,271.294417,0,54
1513945,272.297471,0,60
1513946,272.29751699999997,0,54
1513947,273.297015,0,60
1513948,273.297063,0,54
1513949,274.298067,0,60
1513950,274.298113,0,54
1513951,275.299513,0,60
1513952,275.299596,0,54
1513953,276.301866,0,60
1513954,276.301943,0,54
1513955,277.305111,0,60
1513956,277.305154,0,54
1513957,278.307551,0,60
1513958,278.307595,0,54
1513959,278.379481,0,60
1513960,278.379511,0,42
1513961,279.310962,0,60
1513962,279.311006,0,54
1513963,280.30722000000003,0,60
1513964,280.30726699999997,0,54
1513965,281.307924,0,60
1513966,281.307973,0,54
1513967,282.311097,0,60
1513968,282.311148,0,54
1513969,283.313448,0,60
1513970,283.313533,0,54
1513971,284.321426,0,60
1513972,284.32147599999996,0,54
1513973,284.64246099999997,1,103
1513974,285.315079,0,60
1513975,285.315127,0,54
1513976,286.320533,0,60
1513977,286.32061400000003,0,54
1513978,287.355121,0,60
1513979,287.355167,0,54
1513980,287.381793,0,42
1513981,287.385218,0,60
1513982,288.32113300000003,0,60
1513983,288.321183,0,54
1513984,289.319623,0,60
1513985,289.319669,0,54
1513986,290.320357,0,60
1513987,290.320441,0,54
1513988,291.322364,0,60
1513989,291.322408,0,54
1513990,292.321329,0,60
1513991,292.321421,0,54
1513992,293.3234,0,60
1513993,293.323444,0,54
1513994,294.32457999999997,0,60
1513995,294.324627,0,54
1513996,295.32475800000003,0,60
1513997,295.32480699999996,0,54
1513998,296.327623,0,60
1513999,296.327672,0,54
1514000,297.33385499999997,0,60
1514001,297.33390099999997,0,54
1514002,298.330557,0,60
1514003,298.330607,0,54
1514004,299.331794,0,60
1514005,299.331869,0,54
1514006,300.3361,0,60
1514007,300.33614900000003,0,54
1514008,301.334947,0,60
1514009,301.334998,0,54
1514010,302.33342200000004,0,60
1514011,302.333505,0,54
1514012,303.336753,0,60
1514013,303.3368,0,54
1514014,304.334894,0,60
1514015,304.334943,0,54
1514016,304.643661,1,103
1514017,305.33671499999997,0,60
1514018,305.33680499999997,0,54
1514019,306.33707799999996,0,60
1514020,306.337161,0,54
1514021,307.337573,0,60
1514022,307.337618,0,54
1514023,308.338307,0,60
1514024,308.3384,0,54
1514025,309.340306,0,60
1514026,309.340391,0,54
1514027,310.34205,0,60
1514028,310.34209500000003,0,54
1514029,311.344661,0,60
1514030,311.34470600000003,0,54
1514031,312.34452799999997,0,60
1514032,312.344573,0,54
1514033,313.359979,0,60
1514034,313.360067,0,54
1514035,313.381791,0,42
1514036,313.385611,0,60
1514037,314.347297,0,60
1514038,314.34734199999997,0,54
1514039,315.348096,0,60
1514040,315.348175,0,54
1514041,315.504106,0,60
1514042,315.504167,0,42
1514043,316.34777599999995,0,60
1514044,316.347818,0,54
1514045,317.352087,0,60
1514046,317.352164,0,54
1514047,318.35586800000004,0,60
1514048,318.355953,0,54
1514049,319.354735,0,60
1514050,319.354792,0,54
1514051,320.35526699999997,0,60
1514052,320.355312,0,54
1514053,321.355819,0,60
1514054,321.355867,0,54
1514055,322.357947,0,60
1514056,322.358032,0,54
1514057,323.358409,0,60
1514058,323.358494,0,54
1514059,324.363188,0,60
1514060,324.363228,0,54
1514061,324.651737,1,103
1514062,325.36195499999997,0,60
1514063,325.361994,0,54
1514064,326.364113,0,60
1514065,326.364151,0,54
1514066,327.367176,0,60
1514067,327.367214,0,54
1514068,328.366241,0,60
1514069,328.366409,0,54
1514070,328.982101,1,46
1514071,328.98898199999996,1,86
1514072,329.29091,0,86
1514073,329.366151,0,60
1514074,329.366192,0,54
1514075,330.012243,1,86
1514076,330.36672200000004,0,60
1514077,330.36680099999995,0,54
1514078,330.73598300000003,0,86
1514079,331.370827,0,60
1514080,331.370923,0,54
1514081,331.436088,1,86
1514082,331.737589,0,86
1514083,332.369281,0,60
1514084,332.369355,0,54
1514085,333.370051,0,60
1514086,333.37012799999997,0,54
1514087,334.370285,0,60
1514088,334.37032999999997,0,54
1514089,334.741833,0,86
1514090,334.741908,0,46
1514091,335.370777,0,60
1514092,335.370847,0,54
1514093,336.372836,0,60
1514094,336.372902,0,54
1514095,337.373358,0,60
1514096,337.373398,0,54
1514097,337.951845,0,86
1514098,338.234251,0,86
1514099,338.234368,0,86
1514100,338.37470099999996,0,60
1514101,338.374764,0,54
1514102,339.37368,0,60
1514103,339.373733,0,54
1514104,339.391821,0,42
1514105,339.39882400000005,0,60
1514106,340.374202,0,60
1514107,340.374244,0,54
1514108,341.37541699999997,0,60
1514109,341.375459,0,54
1514110,342.374715,0,60
1514111,342.374757,0,54
1514112,343.375702,0,60
1514113,343.375744,0,54
1514114,344.461299,0,60
1514115,344.461345,0,54
1514116,344.64577599999996,1,103
1514117,345.463978,0,60
1514118,345.464064,0,54
1514119,346.496294,0,60
1514120,346.49634100000003,0,54
1514121,347.377971,0,60
1514122,347.378044,0,54
1514123,348.38545899999997,0,60
1514124,348.385501,0,54
1514125,349.383824,0,60
1514126,349.383865,0,54
1514127,350.383306,0,60
1514128,350.38335,0,54
1514129,351.38663399999996,0,60
1514130,351.386715,0,54
1514131,352.386426,0,60
1514132,352.386504,0,54
1514133,352.618873,0,60
1514134,352.61893,0,42
1514135,353.3857,0,60
1514136,353.385742,0,54
1514137,354.386531,0,60
1514138,354.38661,0,54
1514139,355.389057,0,60
1514140,355.389134,0,54
1514141,356.390198,0,60
1514142,356.390237,0,54
1514143,357.39075,0,60
1514144,357.39079,0,54
1514145,358.39158199999997,0,60
1514146,358.391621,0,54
1514147,359.391613,0,60
1514148,359.39165499999996,0,54
1514149,360.392669,0,60
1514150,360.392714,0,54
1514151,361.39777799999996,0,60
1514152,361.39781899999997,0,54
1514153,362.395203,0,60
1514154,362.39527999999996,0,54
1514155,363.39407400000005,0,60
1514156,363.39414,0,54
1514157,364.396813,0,60
1514158,364.396854,0,54
1514159,364.646664,1,103
1514160,365.39756800000004,0,60
1514161,365.39761,0,54
1514162,365.46178399999997,0,42
1514163,365.46693799999997,0,60
1514164,366.40055099999995,0,60
1514165,366.400593,0,54
1514166,367.402401,0,60
1514167,367.402466,0,54
1514168,368.406996,0,60
1514169,368.407037,0,54
1514170,369.404854,0,60
1514171,369.404897,0,54
1514172,370.40840299999996,0,60
1514173,370.408444,0,54
1514174,371.407621,0,60
1514175,371.407662,0,54
1514176,372.408677,0,60
1514177,372.408719,0,54
1514178,373.40907999999996,0,60
1514179,373.409123,0,54
1514180,374.408022,0,60
1514181,374.40806200000003,0,54
1514182,375.408573,0,60
1514183,375.408654,0,54
1514184,376.408661,0,60
1514185,376.408705,0,54
1514186,377.40897,0,60
1514187,377.40900899999997,0,54
1514188,378.41189199999997,0,60
1514189,378.411968,0,54
1514190,379.416712,0,60
1514191,379.416754,0,54
1514192,380.41753900000003,0,60
1514193,380.41758,0,54
1514194,381.418228,0,60
1514195,381.418268,0,54
1514196,382.420591,0,60
1514197,382.42063199999996,0,54
1514198,383.42042299999997,0,60
1514199,383.42046400000004,0,54
1514200,384.422922,0,60
1514201,384.422997,0,54
1514202,384.674765,1,103
1514203,385.42204,0,60
1514204,385.422082,0,54
1514205,386.42522,0,60
1514206,386.425264,0,54
1514207,387.426279,0,60
1514208,387.426322,0,54
1514209,388.426856,0,60
1514210,388.426898,0,54
1514211,389.4297,0,60
1514212,389.42974300000003,0,54
1514213,389.480549,0,60
1514214,389.480575,0,42
1514215,390.430839,0,60
1514216,390.430879,0,54
1514217,391.43258199999997,0,60
1514218,391.432662,0,54
1514219,391.46184,0,42
1514220,391.465584,0,60
1514221,392.432292,0,60
1514222,392.432368,0,54
1514223,393.43417400000004,0,60
1514224,393.434217,0,54
1514225,394.437335,0,60
1514226,394.43737799999997,0,54
1514227,395.43629300000003,0,60
1514228,395.436336,0,54
1514229,396.43965099999997,0,60
1514230,396.439699,0,54
1514231,397.43951699999997,0,60
1514232,397.439559,0,54
1514233,398.44016600000003,0,60
1514234,398.440207,0,54
1514235,399.44147999999996,0,60
1514236,399.441522,0,54
1514237,400.443428,0,60
1514238,400.443469,0,54
1514239,401.44622400000003,0,60
1514240,401.446262,0,54
1514241,402.44670299999996,0,60
1514242,402.446743,0,54
1514243,403.44746299999997,0,60
1514244,403.44750600000003,0,54
1514245,404.454434,0,60
1514246,404.454506,0,54
1514247,404.64714,1,103
1514248,405.461204,0,60
1514249,405.46125,0,54
1514250,406.505269,0,60
1514251,406.505348,0,54
1514252,407.527394,0,60
1514253,407.527439,0,54
1514254,408.454019,0,60
